機種,品番,摘要,檢印,建立日期
CU-LJ36BHA2-05,C3932-1999,2022年 19X+ 無霍爾MOTOR+壓縮機,陳彥宏,2021/7/29
CU-LJ40BHA2-05,C3932-2000,2022年 19X+ 無霍爾MOTOR+壓縮機,陳彥宏,2021/7/29
CU-LJ50BHA2-05,C3932-2001,2022年19X+ 無霍爾MOTOR,陳彥宏,2021/7/29
CU-LJ22BCA2-05,C3932-2002,2022年 21X+ 無霍爾MOTOR+壓縮機,陳彥宏,2021/7/29
CU-LJ28BCA2-05,C3932-2003,2022年 21X+ 無霍爾MOTOR+壓縮機,陳彥宏,2021/7/29
CU-LJ36BCA2-05,C3932-2004,2022年 19X+ 無霍爾MOTOR+壓縮機,陳彥宏,2021/7/29
CU-LJ40BCA2-05,C3932-2005,2022年 19X+ 無霍爾MOTOR+壓縮機,陳彥宏,2021/7/29
CU-LJ50BCA2-05,C3932-2006,2022年 19X+ 無霍爾MOTOR,陳彥宏,2021/7/29
CU-QX22FHA2-05,C3932-2007,2022年 21X+ 無霍爾MOTOR+壓縮機,陳彥宏,2021/7/29
CU-QX28FHA2-05,C3932-2008,2022年 21X+ 無霍爾MOTOR+壓縮機,陳彥宏,2021/7/29
CU-QX36FHA2-05,C3932-2009,2022年 19X+ 無霍爾MOTOR+壓縮機,陳彥宏,2021/7/29
CU-QX40FHA2-05,C3932-2010,2022年 19X+ 無霍爾MOTOR+壓縮機,陳彥宏,2021/7/29
CU-QX50FHA2-05,C3932-2011,2022年19X+ 無霍爾MOTOR,陳彥宏,2021/7/29
CU-QX22FCA2-05,C3932-2012,2022年 21X+ 無霍爾MOTOR+壓縮機,陳彥宏,2021/7/29
CU-QX28FCA2-05,C3932-2013,2022年 21X+ 無霍爾MOTOR+壓縮機,陳彥宏,2021/7/29
CU-QX36FCA2-05,C3932-2014,2022年 19X+ 無霍爾MOTOR+壓縮機,陳彥宏,2021/7/29
CU-QX40FCA2-05,C3932-2015,2022年 19X+ 無霍爾MOTOR+壓縮機,陳彥宏,2021/7/29
CU-QX50FCA2-05,C3932-2016,2022年 19X+ 無霍爾MOTOR,陳彥宏,2021/7/29
CS-RX22JA2,C3932-2017,2022年 100X NANOE,陳彥宏,2021/7/29
CS-RX28JA2,C3932-2018,2022年 100X NANOE,陳彥宏,2021/7/29
CS-RX36JA2,C3932-2019,2022年  100X NANOE,陳彥宏,2021/7/29
CS-RX40JA2,C3932-2020,2022年 100X NANOE,陳彥宏,2021/7/29
CS-RX50JA2,C3932-2021,2022年 100X NANOE,陳彥宏,2021/7/29
CS-RX63JA2,C3932-2022,2022年 100X NANOE,陳彥宏,2021/7/29
CS-RX71JA2,C3932-2023,2022年 100X NANOE,陳彥宏,2021/7/29
CS-RX80JA2,C3932-2024,2022年 100X NANOE,陳彥宏,2021/7/29
CS-RX90JA2,C3932-2025,2022年 100X NANOE,陳彥宏,2021/7/29
CS-RX110JA2,C3932-2026,2022年 100X NANOE,陳彥宏,2021/7/29
CS-RX125JA2,C3932-2027,2022年 100X NANOE,陳彥宏,2021/7/29
CU-RX22JHA2,C3932-2028,2022年 21X+ 無霍爾MOTOR,陳彥宏,2021/7/30
CU-RX28JHA2,C3932-2029,2022年 21X+ 無霍爾MOTOR,陳彥宏,2021/7/30
CU-RX36JHA2,C3932-2030,2022年 COMP. VE,陳彥宏,2021/7/30
CU-RX40JHA2,C3932-2031,2022年 COMP. VE,陳彥宏,2021/7/30
CU-RX50JHA2,C3932-2032,2022年新機種,陳彥宏,2021/7/30
CU-RX63JHA2,C3932-2033,2022年新機種,陳彥宏,2021/7/30
CU-RX71JHA2,C3932-2034,2022年新機種,陳彥宏,2021/7/30
CU-RX80JHA2,C3932-2035,2022年新機種,陳彥宏,2021/7/30
CU-RX90JHA2,C3932-2036,2022年新機種,陳彥宏,2021/7/30
CU-RX110JHA2,C3932-2037,2022年新機種,陳彥宏,2021/7/30
CU-RX125JHA2,C3932-2038,2022年新機種,陳彥宏,2021/7/30
CU-RX22JCA2,C3932-2039,2022年 21X+ 無霍爾MOTOR,陳彥宏,2021/7/30
CU-RX28JCA2,C3932-2040,2022年 21X+ 無霍爾MOTOR,陳彥宏,2021/7/30
CU-RX36JCA2,C3932-2041,2022年 COMP. VE,陳彥宏,2021/7/30
CU-RX40JCA2,C3932-2042,2022年 COMP. VE,陳彥宏,2021/7/30
CU-RX50JCA2,C3932-2043,2022年新機種,陳彥宏,2021/7/30
CU-RX63JCA2,C3932-2044,2022年新機種,陳彥宏,2021/7/30
CU-RX71JCA2,C3932-2045,2022年新機種,陳彥宏,2021/7/30
CU-RX80JCA2,C3932-2046,2022年新機種,陳彥宏,2021/7/30
CU-RX90JCA2,C3932-2047,2022年新機種,陳彥宏,2021/7/30
CU-RX110JCA2,C3932-2048,2022年新機種,陳彥宏,2021/7/30
CU-RX125JCA2,C3932-2049,2022年新機種,陳彥宏,2021/7/30
CS-RX22JDA2,C3932-2050,2022年 100X NANOE,陳彥宏,2021/7/30
CS-RX28JDA2,C3932-2051,2022年 100X NANOE,陳彥宏,2021/7/30
CU-RX22JDHA2,C3932-2052,2022年新機種,陳彥宏,2021/7/30
CU-RX28DHA2,C3932-2053,2022年 新機種,陳彥宏,2021/7/30
CU-RX22JDCA2,C3932-2054,2022年新機種,陳彥宏,2021/7/30
CU-RX28JDCA2,C3932-2055,2022年新機種,陳彥宏,2021/7/30
CS-U9/12/18YWA,C3932-2056,2022年窗分離內機,蘇俊安,2021/8/19
CS-DUCT,C3932-2057,2022年隱藏式內機,蘇俊安,2021/8/19
CS-U9YWA,C3932-2058,2021.香港窗分離(Panasonic),陳宗保,2021/8/19
CS-U12YWA,C3932-2059,2021.香港窗分離(Panasonic),陳宗保,2021/8/19
CS-U18YWA,C3932-2060,2021.香港窗分離(Panasonic),陳宗保,2021/8/19
RS-U9YW,C3932-2061,2021.香港窗分離(Rasonic),陳宗保,2021/8/19
RS-U12YW,C3932-2062,2021.香港窗分離(Rasonic),陳宗保,2021/8/19
RS-U18YW,C3932-2063,2021.香港窗分離(Rasonic),陳宗保,2021/8/19
F-CYU60XC中國向除濕機,C3932-2064,2021新機種30L除濕機_展示機專用軟體,林純玄,2021/8/20
CS-71EL-02,C3932-2065,2020 中信局 機種2021.8.24p板統一化,陳彥宏,2021/8/24
CS-80EL-02,C3932-2066,2020 中信局 機種2021.8.24p板統一化,陳彥宏,2021/8/24
CS-90EL-02,C3932-2067,2020 中信局 機種2021.8.24p板統一化,陳彥宏,2021/8/24
F-YV32LX(U),C3932-2068,2022年台灣向變頻除濕機,陳彥昊,2021/11/17
F-YV38LX(U),C3932-2069,2022年台灣向變頻除濕機,陳彥昊,2021/11/17
F-YV45LX(U),C3932-2070,2022年台灣向變頻除濕機,陳彥昊,2021/11/17
F-YV50LX(U),C3932-2071,2022年台灣向變頻除濕機,陳彥昊,2021/11/17
F-YV32LX(S),C3932-2072,2022年台灣向變頻除濕機,陳彥昊,2021/11/17
F-YV38LX(S),C3932-2073,2022年台灣向變頻除濕機,陳彥昊,2021/11/17
F-YV45LX(S),C3932-2074,2022年台灣向變頻除濕機,陳彥昊,2021/11/17
F-YV50LX(S),C3932-2075,2022年台灣向變頻除濕機,陳彥昊,2021/11/17
F-Y12EB,C3932-2076,Holtek IC停產對應(新IC為BS86D20CA),林純玄,2021/11/25
CS-SX22BDA2,C3932-2077,2022年_薄型化Duct,胡逸倫,2021/11/27
F-YAV28H,C3932-2078,2022年_香港向28L空清型除濕機,林純玄,2021/12/1
F-YD36LX,C3932-2079,天井式除濕機,蘇俊安,2021/12/2
F-YD64LX,C3932-2080,天井式除濕機,蘇俊安,2021/12/2
F-YV32LX(S),C3932-2081,2022年台灣向變頻除濕機,陳威廷,2021/12/2
F-YV38LX(S),C3932-2082,2022年台灣向變頻除濕機,陳威廷,2021/12/2
F-YV45LX(S),C3932-2083,2022年台灣向變頻除濕機,陳威廷,2021/12/2
F-YV50LX(S),C3932-2084,2022年台灣向變頻除濕機,陳威廷,2021/12/2
F-YV32LX(U),C3932-2085,2022年台灣向變頻除濕機,陳威廷,2021/12/2
VRF 8-10HP (HIC+FAN),C3932-2086,2022年台灣向VRF,高士淵,2021/12/15
2022_CZ-T012,C3932-2087,WiFi模組燒入Data,蘇俊安,2021/12/22
CS-RX22~125JA2,C3932-2088,2022年CS-RXJ_MCU DATA,蘇俊安,2021/12/22
CS-SX22BDA2,C3932-2089,2022年_薄型化Duct_顯示部,胡逸倫,2021/12/30
CU-RX22JHA2,C3932-2090,2022年新機種,陳宗保,2022/1/6
CU-RX28JHA2,C3932-2091,2022年新機種,陳宗保,2022/1/6
CU-RX36JHA2,C3932-2092,2022年新機種,陳宗保,2022/1/6
CU-RX40JHA2,C3932-2093,2022年新機種,陳宗保,2022/1/6
CU-RX22JCA2,C3932-2094,2022年新機種,陳宗保,2022/1/6
CU-RX28JCA2,C3932-2095,2022年新機種,陳宗保,2022/1/6
CU-RX36JCA2,C3932-2096,2022年新機種,陳宗保,2022/1/6
CU-RX40JCA2,C3932-2097,2022年新機種,陳宗保,2022/1/6
CS-QX22~110(系),C3932-2098,乾燥防霉3.0對應---機種版次加1,蘇俊安,2022/1/11
CS-LJ/K22~110(系),C3932-2099,乾燥防霉3.0對應---機種版次加1,蘇俊安,2022/1/11
F-CYV45XC,C3932-2100,輸出向除濕機2022新機種,張哲瑜,2022/1/14
F-45C2YXC,C3932-2101,輸出向除濕機2022新機種,張哲瑜,2022/1/14
F-AYV42TC,C3932-2102,輸出向除濕機2022新機種,張哲瑜,2022/1/14
F-42C2YTA,C3932-2103,輸出向除濕機2022新機種,張哲瑜,2022/1/14
F-40C2YC,C3932-2104,輸出向除濕機2022新機種,張哲瑜,2022/1/14
F-YD36/64LX,C3932-2105,天井式除濕機_主控板,蘇俊安,2022/2/22
F-YD36/64LX,C3932-2106,天井式除濕機_顯示板,蘇俊安,2022/2/22
FIP-22HSA,C3932-2107,2022年冰點向,李新傑,2022/2/23
FIP-28HSA,C3932-2108,2022年冰點向,李新傑,2022/2/23
FIP-36HSA,C3932-2109,2022年冰點向,李新傑,2022/2/23
FIP-41HSA,C3932-2110,2022年冰點向,李新傑,2022/2/23
FIP-50HSA,C3932-2111,2022年冰點向,李新傑,2022/2/23
FIP-72HSA,C3932-2112,2022年冰點向,李新傑,2022/2/23
F2P-52HSA,C3932-2113,2022年冰點向,李新傑,2022/2/23
F2P-72HSA,C3932-2114,2022年冰點向,李新傑,2022/2/23
F3P-90HSA,C3932-2115,2022年冰點向,李新傑,2022/2/23
F-40C2YFC,C3932-2116,2022年中國向20L除濕機,林純玄,2022/3/14
F-45C2YTC / F-CYV45TC,C3932-2117,2022年中國向22L除濕機,林純玄,2022/3/14
F-YAV28H,C3932-2118,2022年香港向28L除濕機,林純玄,2022/3/14
CU-N140BHA2,C3932-2119,2022年R32冷煤對應PAC機種_單相220V,蔣育宏,2022/3/18
CU-N140BHA3,C3932-2120,2022年R32冷煤對應PAC機種_三相220V,蔣育宏,2022/3/18
CU-N140BHA2,C3932-2121,2022年R32冷煤對應PAC機種_單相220V,蔣育宏,2022/3/18
CU-N140BHA3,C3932-2122,2022年R32冷煤對應PAC機種_三相220V,蔣育宏,2022/3/18
U-8LME1T7,C3932-2123,2022年VRF側吹2FAN,李新傑,2022/4/1
U-10LME1T7,C3932-2124,2022年VRF側吹2FAN,李新傑,2022/4/1
U-12LME1T7,C3932-2125,2022年VRF側吹2FAN,李新傑,2022/4/1
U-14LME1T7,C3932-2126,2022年VRF側吹2FAN,李新傑,2022/4/1
U-16LME1T7,C3932-2127,2022年VRF側吹2FAN,李新傑,2022/4/1
U-18LME1T7,C3932-2128,2022年VRF側吹2FAN,李新傑,2022/4/1
CU-K50FHA2-03,C3932-2129,銅管式樣變更,盧彥綜,2022/5/3
CU-50GKH-02,C3932-2130,銅管式樣變更,盧彥綜,2022/5/3
KDV-50209R,C3932-2131,銅管式樣變更,盧彥綜,2022/5/3
CS-RX22~125NA2,C3932-2132,2022年CS-RXN DATA+濕度,蘇俊安,2022/5/11
VRF 12HP (HIC),C3932-2133,2022年台灣向VRF,高士淵,2022/5/11
CS-RX22NA2,C3932-2134,2023年RX新機種,謝廷笙,2022/8/8
CS-RX28NA2,C3932-2135,2023年RX新機種,謝廷笙,2022/8/8
CS-RX36NA2,C3932-2136,2023年RX新機種,謝廷笙,2022/8/8
CS-RX40NA2,C3932-2137,2023年RX新機種,謝廷笙,2022/8/8
CS-RX50NA2,C3932-2138,2023年RX新機種,謝廷笙,2022/8/8
CS-RX63NA2,C3932-2139,2023年RX新機種,謝廷笙,2022/8/8
CS-RX71NA2,C3932-2140,2023年RX新機種,謝廷笙,2022/8/8
CS-RX80NA2,C3932-2141,2023年RX新機種,謝廷笙,2022/8/8
CS-RX90NA2,C3932-2142,2023年RX新機種,謝廷笙,2022/8/8
CS-RX110NA2,C3932-2143,2023年RX新機種,謝廷笙,2022/8/8
CS-RX125NA2,C3932-2144,2023年RX新機種,謝廷笙,2022/8/8
CS-RX22NDA2,C3932-2145,2023年RX新機種,謝廷笙,2022/8/8
CS-RX28NDA2,C3932-2146,2023年RX新機種,謝廷笙,2022/8/8
CU-RX22NHA2,C3932-2147,2023年RX新機種,謝廷笙,2022/8/8
CU-RX28NHA2,C3932-2148,2023年RX新機種,謝廷笙,2022/8/8
CU-RX36NHA2,C3932-2149,2023年RX新機種,謝廷笙,2022/8/8
CU-RX40NHA2,C3932-2150,2023年RX新機種,謝廷笙,2022/8/8
CU-RX50NHA2,C3932-2151,2023年RX新機種,謝廷笙,2022/8/8
CU-RX63NHA2,C3932-2152,2023年RX新機種,謝廷笙,2022/8/8
CU-RX71NHA2,C3932-2153,2023年RX新機種,謝廷笙,2022/8/8
CU-RX80NHA2,C3932-2154,2023年RX新機種,謝廷笙,2022/8/8
CU-RX90NHA2,C3932-2155,2023年RX新機種,謝廷笙,2022/8/8
CU-RX110NHA2,C3932-2156,2023年RX新機種,謝廷笙,2022/8/8
CU-RX125NHA2,C3932-2157,2023年RX新機種,謝廷笙,2022/8/8
CU-RX22NCA2,C3932-2158,2023年RX新機種,謝廷笙,2022/8/8
CU-RX28NCA2,C3932-2159,2023年RX新機種,謝廷笙,2022/8/8
CU-RX36NCA2,C3932-2160,2023年RX新機種,謝廷笙,2022/8/8
CU-RX40NCA2,C3932-2161,2023年RX新機種,謝廷笙,2022/8/8
CU-RX50NCA2,C3932-2162,2023年RX新機種,謝廷笙,2022/8/8
CU-RX63NCA2,C3932-2163,2023年RX新機種,謝廷笙,2022/8/8
CU-RX71NCA2,C3932-2164,2023年RX新機種,謝廷笙,2022/8/8
CU-RX80NCA2,C3932-2165,2023年RX新機種,謝廷笙,2022/8/8
CU-RX90NCA2,C3932-2166,2023年RX新機種,謝廷笙,2022/8/8
CU-RX110NCA2,C3932-2167,2023年RX新機種,謝廷笙,2022/8/8
CU-RX125NCA2,C3932-2168,2023年RX新機種,謝廷笙,2022/8/8
CU-RX22NDHA2,C3932-2169,2023年RX新機種,謝廷笙,2022/8/8
CU-RX28NDHA2,C3932-2170,2023年RX新機種,謝廷笙,2022/8/8
CU-RX22NDCA2,C3932-2171,2023年RX新機種,謝廷笙,2022/8/8
CU-RX28NDCA2,C3932-2172,2023年RX新機種,謝廷笙,2022/8/8
VRF 8~18HP (CR),C3932-2173,2022年台灣向VRF (7系列),高士淵,2022/8/8
"F-40C2YFC
F-45C2YTC
F-42C2YTA",C3932-2174,2022年中國向除濕機，四川愛聯Wi-Fi模組韌體,林純玄,2022/8/25
VRF 8~18HP (CR),C3932-2175,2022年台灣向VRF (8系列),高士淵,2022/9/8
VRF 8~18HP (HIC),C3932-2176,2022年台灣向VRF (8系列),高士淵,2022/9/16
VRF 8~18HP (FAN2),C3932-2177,2022年台灣向VRF (8系列),高士淵,2022/9/16
PAC 3相220V 10HP,C3932-2178,R32冷媒  PAC 3相220V 10HP 室外機,高士淵,2022/9/22
2023_CS-RX22NA2,C3932-2179,WiFi模組燒入Data,蘇俊安,2022/10/5
CU-2J63BCA2-03,C3932-2180,2023年新機種,林岳霆,2022/10/7
CU-2J71BCA2-03,C3932-2181,2023年新機種,林岳霆,2022/10/7
CU-2J63BHA2-03,C3932-2182,2023年新機種,林岳霆,2022/10/7
CU-2J71BHA2-03,C3932-2183,2023年新機種,林岳霆,2022/10/7
F-YV32MH(U),C3932-2184,2023年台灣向變頻空清除濕機,陳彥昊,2022/11/7
F-YV36MH(U),C3932-2185,2023年台灣向變頻空清除濕機,陳彥昊,2022/11/7
F-YV40MH(U),C3932-2186,2023年台灣向變頻空清除濕機,陳彥昊,2022/11/7
F-YV32MH(S),C3932-2187,2023年台灣向變頻空清除濕機,陳彥昊,2022/11/7
F-YV36MH(S),C3932-2188,2023年台灣向變頻空清除濕機,陳彥昊,2022/11/7
F-YV40MHS),C3932-2189,2023年台灣向變頻空清除濕機,陳彥昊,2022/11/7
S-22~160F2T6,C3932-2190, VRF DUCT 中靜壓機種,陳柏毓,2022/11/11
S-22F2T6,C3932-2191, VRF DUCT 中靜壓機種,陳柏毓,2022/11/11
S-28F2T6,C3932-2192, VRF DUCT 中靜壓機種,陳柏毓,2022/11/11
S-36F2T6,C3932-2193, VRF DUCT 中靜壓機種,陳柏毓,2022/11/11
S-45F2T6,C3932-2194, VRF DUCT 中靜壓機種,陳柏毓,2022/11/11
S-50F2T6,C3932-2195, VRF DUCT 中靜壓機種,陳柏毓,2022/11/11
S-56F2T6,C3932-2196, VRF DUCT 中靜壓機種,陳柏毓,2022/11/11
S-63F2T6,C3932-2197, VRF DUCT 中靜壓機種,陳柏毓,2022/11/11
S-71F2T6,C3932-2198, VRF DUCT 中靜壓機種,陳柏毓,2022/11/11
S-80F2T6,C3932-2199, VRF DUCT 中靜壓機種,陳柏毓,2022/11/11
S-90F2T6,C3932-2200, VRF DUCT 中靜壓機種,陳柏毓,2022/11/11
S-106F2T6,C3932-2201, VRF DUCT 中靜壓機種,陳柏毓,2022/11/11
S-112F2T6,C3932-2202, VRF DUCT 中靜壓機種,陳柏毓,2022/11/11
S-140F2T6,C3932-2203, VRF DUCT 中靜壓機種,陳柏毓,2022/11/11
S-160F2T6,C3932-2204, VRF DUCT 中靜壓機種,陳柏毓,2022/11/11
F-YV32MH(系),C3932-2205,2023年台灣向變頻空清除濕機,張哲瑜,2022/11/16
F-YV32MH(系),C3932-2206,2023年台灣向變頻空清除濕機,張哲瑜,2022/11/16
CU-2J83BCA2-03,C3932-2207,2023年新機種,林岳霆,2022/12/14
CU-3J83FCA2-03,C3932-2208,2023年新機種,林岳霆,2022/12/14
CU-3J90BCA2-03,C3932-2209,2023年新機種,林岳霆,2022/12/14
CU-2J83BHA2-03,C3932-2210,2023年新機種,林岳霆,2022/12/14
CU-3J83FHA2-03,C3932-2211,2023年新機種,林岳霆,2022/12/14
CU-3J90BHA2-03,C3932-2212,2023年新機種,林岳霆,2022/12/14
M2-63EH-03,C3932-2213,2023機種 B2B 一對多室外機,林岳霆,2022/12/20
M2-63EC-03,C3932-2214,2023機種 B2B 一對多室外機,林岳霆,2022/12/20
M2-71EH-03,C3932-2215,2023機種 B2B 一對多室外機,林岳霆,2022/12/20
M2-71EC-03,C3932-2216,2023機種 B2B 一對多室外機,林岳霆,2022/12/20
M2-83EH-03,C3932-2217,2023機種 B2B 一對多室外機,林岳霆,2022/12/20
M2-83EC-03,C3932-2218,2023機種 B2B 一對多室外機,林岳霆,2022/12/20
M3-90EH-03,C3932-2219,2023機種 B2B 一對多室外機,林岳霆,2022/12/20
M3-90EC-03,C3932-2220,2023機種 B2B 一對多室外機,林岳霆,2022/12/20
M3-83EH-03,C3932-2221,2023機種 B2B 一對多室外機,周孟緯,2022/12/23
M3-83EC-03,C3932-2222,2023機種 B2B 一對多室外機,周孟緯,2022/12/23
VRF 側吹 U-8LME1T7,C3932-2223,台灣向 VRF 側吹 2FAN (8系列),高士淵,2023/1/10
VRF 側吹 U-10LME1T7,C3932-2224,台灣向 VRF 側吹 2FAN (8系列),高士淵,2023/1/10
VRF 側吹 U-12LME1T7,C3932-2225,台灣向 VRF 側吹 2FAN (8系列),高士淵,2023/1/10
CU-L250BHA3,C3932-2226,2023年R32冷煤對應PAC機種_三相220V,陳柏毓,2023/2/8
CU-L250BHA4,C3932-2227,2023年R32冷煤對應PAC機種_三相380V,陳柏毓,2023/2/8
CU-L250BHA3,C3932-2228,2023年R32冷煤對應PAC機種_三相220V,陳柏毓,2023/2/8
CU-L250BHA4,C3932-2229,2023年R32冷煤對應PAC機種_三相380V,陳柏毓,2023/2/8
F-AYW50TC,C3932-2230,輸出向除濕機2023新機種,林柏宏,2023/3/1
F-50C3YTA,C3932-2231,輸出向除濕機2023新機種,林柏宏,2023/3/1
CU-QX63FHA2,C3932-2232,馬達SENSOR LESS 變更,王信發,2023/3/8
CU-QX71FHA2,C3932-2233,馬達SENSOR LESS 變更,王信發,2023/3/8
CU-QX63FCA2,C3932-2234,馬達SENSOR LESS 變更,王信發,2023/3/8
CU-QX71FCA2,C3932-2235,馬達SENSOR LESS 變更,王信發,2023/3/8
CU-LJ63BHA2,C3932-2236,馬達SENSOR LESS 變更,王信發,2023/3/8
CU-LJ71BHA2,C3932-2237,馬達SENSOR LESS 變更,王信發,2023/3/8
CU-LJ63BCA2,C3932-2238,馬達SENSOR LESS 變更,王信發,2023/3/8
CU-LJ71BCA2,C3932-2239,馬達SENSOR LESS 變更,王信發,2023/3/8
CU-K63FHA2,C3932-2240,馬達SENSOR LESS 變更,王信發,2023/3/8
CU-K71FHA2,C3932-2241,馬達SENSOR LESS 變更,王信發,2023/3/8
CU-K63FCA2,C3932-2242,馬達SENSOR LESS 變更,王信發,2023/3/8
CU-K71FCA2,C3932-2243,馬達SENSOR LESS 變更,王信發,2023/3/8
F-YCL16H-W,C3932-2244,除濕機MCU變更,陳柏毓,2023/4/24
F-YCL27N,C3932-2245,除濕機MCU變更,陳柏毓,2023/4/24
CS-UX(系),C3932-2246,2023年CS-UX主板(導入TFT),蘇俊安,2023/4/24
F-YV32MH(U),C3932-2247,2023年台灣向空清變頻除濕機,蔡尚益,2023/4/25
F-YV36MH(U),C3932-2248,2023年台灣向空清變頻除濕機,蔡尚益,2023/4/25
F-YV40MH(U),C3932-2249,2023年台灣向空清變頻除濕機,蔡尚益,2023/4/25
F-YV32MH(S),C3932-2250,2023年台灣向空清變頻除濕機,蔡尚益,2023/4/25
F-YV36MH(S),C3932-2251,2023年台灣向空清變頻除濕機,蔡尚益,2023/4/25
F-YV40MH(S),C3932-2252,2023年台灣向空清變頻除濕機,蔡尚益,2023/4/25
CU-L250HA4,C3932-2253,P29市場問題_PAC機種_三相380V,陳柏毓,2023/5/17
U-8/10LYE1T7,C3932-2254,P29市場問題_VRF機種_三相380V,陳柏毓,2023/5/17
VRF 側吹 U-14LME1T7,C3932-2255,台灣向 VRF 側吹 2FAN (8系列),高士淵,2023/7/10
VRF 側吹 U-16LME1T7,C3932-2256,台灣向 VRF 側吹 2FAN (8系列),高士淵,2023/7/10
VRF 側吹 U-18LME1T7,C3932-2257,台灣向 VRF 側吹 2FAN (8系列),高士淵,2023/7/10
CU-K28FCA2-04,C3932-2259,2023年台灣向K28市場問題對應,潘柏安,2023/7/13
CU-28GKC-03,C3932-2260,2023年台灣向K28市場問題對應,潘柏安,2023/7/13
KDC-28209R-02,C3932-2261,2023年台灣向K28市場問題對應,潘柏安,2023/7/13
"F-YAW50TC
F-50C3YTA",C3932-2262,2023年中國向除濕機，四川愛聯Wi-Fi模組韌體,林柏宏,2023/7/22
CU-71FLH,C3932-2263,台銀專案,王信發,2023/8/11
CU-80FLH,C3932-2264,台銀專案,王信發,2023/8/11
CU-LJ63FHA2-00,C3932-2265,室外機機體小型化,陳柏嘉,2023/8/11
CU-LJ63FCA2-00,C3932-2266,室外機機體小型化,陳柏嘉,2023/8/11
CU-LJ71FHA2-00,C3932-2267,室外機機體小型化,陳柏嘉,2023/8/11
CU-LJ71FCA2-00,C3932-2268,室外機機體小型化,陳柏嘉,2023/8/11
CU-LJ80FHA2-00,C3932-2269,室外機機體小型化,陳柏嘉,2023/8/11
CU-LJ80FCA2-00,C3932-2270,室外機機體小型化,陳柏嘉,2023/8/11
CU-LJ90FHA2-00,C3932-2271,室外機機體小型化,陳柏嘉,2023/8/11
CU-LJ90FCA2-00,C3932-2272,室外機機體小型化,陳柏嘉,2023/8/11
CU-K80FCA2-03,C3932-2273,銅管破裂問題對應,林岳霆,2023/8/22
CU-K90FCA2-03,C3932-2274,銅管破裂問題對應,林岳霆,2023/8/22
CU-80FLC-02,C3932-2275,銅管破裂問題對應,林岳霆,2023/8/22
CU-90FLC-02,C3932-2276,銅管破裂問題對應,林岳霆,2023/8/22
KDC-85209R-02,C3932-2277,銅管破裂問題對應,林岳霆,2023/8/22
CU-80GKC-03,C3932-2281,銅管破裂問題對應,林岳霆,2023/8/22
CU-90GKC-03,C3932-2282,銅管破裂問題對應,林岳霆,2023/8/22
CS-LJ63BA2-05,C3932-2283,室外機機體小型化,陳柏嘉,2023/8/30
CS-LJ71BA2-05,C3932-2284,室外機機體小型化,陳柏嘉,2023/8/30
CS-LJ80BA2-05,C3932-2285,室外機機體小型化,陳柏嘉,2023/8/30
CS-LJ90BA2-05,C3932-2286,室外機機體小型化,陳柏嘉,2023/8/30
CS-UX22BA2,C3932-2287,2024年UX新機種,謝廷笙,2023/9/7
CS-UX28BA2,C3932-2288,2024年UX新機種,謝廷笙,2023/9/7
CS-UX36BA2,C3932-2289,2024年UX新機種,謝廷笙,2023/9/7
CS-UX40BA2,C3932-2290,2024年UX新機種,謝廷笙,2023/9/7
CS-UX50BA2,C3932-2291,2024年UX新機種,謝廷笙,2023/9/7
CS-UX63BA2,C3932-2292,2024年UX新機種,謝廷笙,2023/9/7
CS-UX71BA2,C3932-2293,2024年UX新機種,謝廷笙,2023/9/7
CS-UX80BA2,C3932-2294,2024年UX新機種,謝廷笙,2023/9/7
CS-UX90BA2,C3932-2295,2024年UX新機種,謝廷笙,2023/9/7
CS-UX110BA2,C3932-2296,2024年UX新機種,謝廷笙,2023/9/7
CS-UX125BA2,C3932-2297,2024年UX新機種,謝廷笙,2023/9/7
CS-UX22BDA2,C3932-2298,2024年UX新機種,謝廷笙,2023/9/7
CS-UX28BDA2,C3932-2299,2024年UX新機種,謝廷笙,2023/9/7
CU-UX22BHA2,C3932-2300,2024年UX新機種,謝廷笙,2023/9/7
CU-UX28BHA2,C3932-2301,2024年UX新機種,謝廷笙,2023/9/7
CU-UX36BHA2,C3932-2302,2024年UX新機種,謝廷笙,2023/9/7
CU-UX40BHA2,C3932-2303,2024年UX新機種,謝廷笙,2023/9/7
CU-UX50BHA2,C3932-2304,2024年UX新機種,謝廷笙,2023/9/7
CU-UX63BHA2,C3932-2305,2024年UX新機種,謝廷笙,2023/9/7
CU-UX71BHA2,C3932-2306,2024年UX新機種,謝廷笙,2023/9/7
CU-UX80BHA2,C3932-2307,2024年UX新機種,謝廷笙,2023/9/7
CU-UX90BHA2,C3932-2308,2024年UX新機種,謝廷笙,2023/9/7
CU-UX110BHA2,C3932-2309,2024年UX新機種,謝廷笙,2023/9/7
CU-UX125BHA2,C3932-2310,2024年UX新機種,謝廷笙,2023/9/7
CU-UX22BCA2,C3932-2311,2024年UX新機種,謝廷笙,2023/9/7
CU-UX28BCA2,C3932-2312,2024年UX新機種,謝廷笙,2023/9/7
CU-UX36BCA2,C3932-2313,2024年UX新機種,謝廷笙,2023/9/7
CU-UX40BCA2,C3932-2314,2024年UX新機種,謝廷笙,2023/9/7
CU-UX50BCA2,C3932-2315,2024年UX新機種,謝廷笙,2023/9/7
CU-UX63BCA2,C3932-2316,2024年UX新機種,謝廷笙,2023/9/7
